metric_name,value,unit,year,category,source
Percentage of beef animals provided with species-specific enrichments,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of dairy cattle free from close confinement,78,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of dairy cattle provided with species-specific enrichments,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of turkeys free from close confinement,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of turkeys provided with species-specific enrichments,69.8,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of laying hens free from close confinement,65,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of broilers free from close confinement,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of broilers provided with species-specific enrichments,38.8,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
Percentage of animals free from physical alterations,38.8,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals free from physical alterations,87.7,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals free from physical alterations,0,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals free from physical alterations,<10,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals free from physical alterations,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals transported within eight hours or less,>90,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals transported within eight hours or less,>90,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals transported within eight hours or less,>99,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals transported within eight hours or less,>95,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals transported within eight hours or less,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 55
Percentage of animals stunned prior to slaughter - Beef,100,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 56
Percentage of animals stunned prior to slaughter - Dairy cattle,100,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 56
Percentage of animals stunned prior to slaughter - Turkeys,100,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 56
Percentage of animals stunned prior to slaughter - Broilers,100,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 56
Cattle - No slips,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 56
Cattle - No falls,99.7,%,2024,Social,Cargill Impact Report - 2024.pdf - page 56
Turkeys - Meets outcomes of composite welfare index,97,%,2024,Social,Cargill Impact Report - 2024.pdf - page 56
Broilers - Free from footpad dermatitis,83,%,2024,Social,Cargill Impact Report - 2024.pdf - page 56
Tankers of egg product - Independently audited for animal welfare standards,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 56
