metric_name,value,unit,year,category,source
Worker training on occupational health and safety,Comprehensive program,Qualitative,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 67
Promotion of worker health,Yes,Boolean,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 67
Workers covered by an occupational health and safety management system,Yes,Boolean,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 67
Work-related injuries,403-9,,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 68
Average hours of training per employee,,hours,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 68
Diversity of governance bodies and employees (women),25.1,%,2023,Social,Ingredion 2024 Sustainability Report.pdf - page 68
Diversity of governance bodies and employees (women),37.1,%,2023,Social,Ingredion 2024 Sustainability Report.pdf - page 68
Diversity of governance bodies and employees (women),40.0,%,2023,Governance,Ingredion 2024 Sustainability Report.pdf - page 68
Ratio of basic salary and remuneration of women to men,no systemic issues and no negative pay gap,,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 68
Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,No issues have been identified where collective bargaining rights are at risk,,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 69
Operations and suppliers at significant risk for child labor,No instances of child labor were found during on-farm audits,,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 69
Global crop sourcing from corn and tapioca,98,%,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 69
Operations and suppliers at significant risk for forced or compulsory labor,409-1,,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 70
Security personnel trained in human rights policies or procedures,410-1,,,Social,Ingredion 2024 Sustainability Report.pdf - page 70
Incidents of violations involving rights of indigenous people in our operations,411-1,,,Social,Ingredion 2024 Sustainability Report.pdf - page 70
"Operations with local community engagement, impact assessments and assessment process","Ingredion does not have a centrally coordinated local impact assessment process at this time, however, we do have local development programs operations that have conducted these type of assessments.",N/A,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 71
New suppliers that were screened using social criteria,"Ingredion launched its All Life Partners Program in 2024, which defines our framework to assess key suppliers through Sedex, SMETA, or similar programs.",N/A,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 71
Incidents of non-compliance concerning marketing communication,No incidents of marketing non-compliance were identified in 2024.,N/A,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 71
Substantiated complaints concerning breaches of customer privacy and losses of customer data,Ingredion had no such complaints made by our customers in 2024.,N/A,2024,Social,Ingredion 2024 Sustainability Report.pdf - page 71
