metric_name,value,unit,year,category,source
List of material topics,,,,Governance,ADM-2024-sustainability.pdf - page 42
List of material topics,,,2025,Governance,ADM-2024-sustainability.pdf - page 42
Direct economic value generated and distributed,,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Energy consumption within the organization,,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Energy intensity,,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Reduction of energy consumption,,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Interactions with water as a shared resource,,,2018,Environmental,ADM-2024-sustainability.pdf - page 43
Management of water discharge-related impacts,,,2018,Environmental,ADM-2024-sustainability.pdf - page 43
Water withdrawal,,,2018,Environmental,ADM-2024-sustainability.pdf - page 43
Water discharge,,,2018,Environmental,ADM-2024-sustainability.pdf - page 43
Water consumption,,,2018,Environmental,ADM-2024-sustainability.pdf - page 43
"Significant impacts of activities, products and services on biodiversity",,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Habitats protected or restored,,,2016,Environmental,ADM-2024-sustainability.pdf - page 43
Communication and training about anti-corruption policies and procedures,,,2016,Governance,ADM-2024-sustainability.pdf - page 43
Economic inclusion,,,,Social,ADM-2024-sustainability.pdf - page 43
Direct (Scope 1) GHG emissions,,,2016,Environmental,ADM-2024-sustainability.pdf - page 44
Energy indirect (Scope 2) GHG emissions,,,2016,Environmental,ADM-2024-sustainability.pdf - page 44
Other indirect (Scope 3) GHG emissions,,,2016,Environmental,ADM-2024-sustainability.pdf - page 44
Reduction of GHG emissions,,,,Environmental,ADM-2024-sustainability.pdf - page 44
Management of significant waste-related impacts,,,2020,Environmental,ADM-2024-sustainability.pdf - page 44
Waste diverted from disposal,,,,Environmental,ADM-2024-sustainability.pdf - page 44
Occupational health and safety management system,,,2018,Social,ADM-2024-sustainability.pdf - page 44
Occupational health services,,,,Social,ADM-2024-sustainability.pdf - page 44
Worker training on health,,,,Social,ADM-2024-sustainability.pdf - page 44
Promotion of worker health,,,,Social,ADM-2024-sustainability.pdf - page 44
Work-related injuries,,,,Social,ADM-2024-sustainability.pdf - page 44
Diversity of governance bodies and employees,,,2025,Social,ADM-2024-sustainability.pdf - page 45
Diversity and Equal Opportunity,,,2016,Social,ADM-2024-sustainability.pdf - page 45
Operations and suppliers at significant risk for incidents of child labor,,,2016,Social,ADM-2024-sustainability.pdf - page 45
Operations and suppliers at significant risk for incidents of forced or compulsory labor,,,2016,Social,ADM-2024-sustainability.pdf - page 45
"Incidents of violations involving rights on indigenous peoples, including description of identified incidents of violations",,,2016,Social,ADM-2024-sustainability.pdf - page 45
"Number, size in hectares, and location of operations where violations of land and natural resource rights (including customary, collective, and informal tenure rights) occurred and the groups of rightsholders affected",,,2024,Social,ADM-2024-sustainability.pdf - page 45
"Operations with local community engagement, impact assessments, and development programs",,,2016,Social,ADM-2024-sustainability.pdf - page 45
Food security,,,,Social,ADM-2024-sustainability.pdf - page 45
Land and resource rights,,,,Social,ADM-2024-sustainability.pdf - page 45
Negative social impacts in the supply chain and actions taken,,,2016,Social,ADM-2024-sustainability.pdf - page 45
Policies or commitments regarding recruitment of workers,,,,Social,ADM-2024-sustainability.pdf - page 45
Political contributions,,,2016,Governance,ADM-2024-sustainability.pdf - page 45
Incidents of non-compliance concerning the health and safety impacts of products and services,,,2016,Social,ADM-2024-sustainability.pdf - page 45
"Fleet fuel consumed, percentage renewable","7,050,000",GJ,2024,Environmental,ADM-2024-sustainability.pdf - page 46
"Fleet fuel consumed, percentage renewable",13,%,2024,Environmental,ADM-2024-sustainability.pdf - page 46
Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard,,,2024,Environmental,ADM-2024-sustainability.pdf - page 46
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress,,,2024,Environmental,ADM-2024-sustainability.pdf - page 46
Production by principal crop,,,,Environmental,ADM-2024-sustainability.pdf - page 47
Number of processing facilities,,,,Environmental,ADM-2024-sustainability.pdf - page 47
Total land area under active production,,,,Environmental,ADM-2024-sustainability.pdf - page 47
Cost of agricultural products sourced externally,,,,Environmental,ADM-2024-sustainability.pdf - page 47
Board’s oversight of climate-related risks and opportunities,,,,Governance,ADM-2024-sustainability.pdf - page 48
Management’s role in assessing and managing climate-related risks and opportunities,,,,Governance,ADM-2024-sustainability.pdf - page 48
"Climate-related risks and opportunities the organization has identified over the short, medium, and long term",,,,Environmental,ADM-2024-sustainability.pdf - page 48
"Impact of climate-related risks and opportunities on the organization’s businesses, strategy, and financial planning",,,,Environmental,ADM-2024-sustainability.pdf - page 48
"Resilience of the organization’s strategy, taking into consideration different climate-related scenarios, including a 2°C or lower scenario",,,,Environmental,ADM-2024-sustainability.pdf - page 48
Process for identifying and assessing climate-related risks,,,,Environmental,ADM-2024-sustainability.pdf - page 48
Process for managing climate-related risks,,,,Environmental,ADM-2024-sustainability.pdf - page 48
"Process for identifying, assessing, and managing climate-related risks is integrated into the organization’s overall risk management",,,,Environmental,ADM-2024-sustainability.pdf - page 48
Metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process,,,,Environmental,ADM-2024-sustainability.pdf - page 48
"Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks",,,,Environmental,ADM-2024-sustainability.pdf - page 48
Targets used by the organization to manage climate-related risks and opportunities and performance against targets,,,,Environmental,ADM-2024-sustainability.pdf - page 48
,,,,Environmental,ADM-2024-sustainability.pdf - page 49
,,,,Environmental,ADM-2024-sustainability.pdf - page 50
